DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
142010895,5/28/2014 0:00,5/28/2014 0:00,2125,20,Olympic,2049,1,110,CRIMINAL HOMICIDE,0365 0342 0430 0416 0429 1100 1309 0907 0202 0906,29,M,W,239,MEDICAL MARIJUANA FACILITIES/BUSINESSES,102,HAND GUN,AA,Adult Arrest,110,998,,,800 S  VERMONT                      AV,,34.0578,-118.2916
141819189,10/26/2014 0:00,10/25/2014 0:00,1810,18,Southeast,1805,1,110,CRIMINAL HOMICIDE,1100 1822 0430 0906 1309,26,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,8800    WALL                         ST,,33.9561,-118.2717
140407604,4/2/2014 0:00,4/2/2014 0:00,1620,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,0302 0906 0430 1100 1407,23,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,2800    MANITOU                      AV,,34.0719,-118.213
142016629,9/21/2014 0:00,9/21/2014 0:00,110,20,Olympic,2022,1,110,CRIMINAL HOMICIDE,1100 0906 0342 0430 0216 1309 1313 1407 1809 1270,28,M,H,124,BUS STOP,102,HAND GUN,AA,Adult Arrest,110,998,,,3800    WILSHIRE                     BL,,34.0617,-118.3091
140300924,7/25/2014 0:00,7/24/2014 0:00,45,3,Southwest,338,1,110,CRIMINAL HOMICIDE,0342 1309 0416 0445 0326 1313 0429 1251 0406 1402,24,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,1200 W  29TH                         ST,,34.0284,-118.2866
140414167,9/14/2014 0:00,9/14/2014 0:00,2230,4,Hollenbeck,465,1,110,CRIMINAL HOMICIDE,0302 1100 0430 1266 0913 1407 1402,43,M,H,104,DRIVEWAY,102,HAND GUN,AA,Adult Arrest,110,998,,,500 S  BERNAL                       AV,,34.0328,-118.1993
141300809,12/1/2014 0:00,12/1/2014 0:00,249,13,Newton,1377,1,110,CRIMINAL HOMICIDE,1402 1100 0430 1223,28,M,O,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,1800 E  54TH                         ST,,33.9938,-118.2411
141819611,11/3/2014 0:00,11/3/2014 0:00,1300,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0906 1816 0334 0302 1809 1270,26,M,B,102,SIDEWALK,102,HAND GUN,JA,Juv Arrest,110,,,,95TH                         ST,MAIN                         ST,33.9502,-118.2739
140208034,3/21/2014 0:00,3/21/2014 0:00,700,2,Rampart,246,1,110,CRIMINAL HOMICIDE,0416 1402 0560,4,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,235,998,,500 S  WESTLAKE                     AV,,34.0598,-118.2731
141215691,7/5/2014 0:00,7/4/2014 0:00,750,12,77th Street,1208,1,110,CRIMINAL HOMICIDE,0906 1100 0302 0430 1309 0309 0319 0326,33,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,600 W  50TH                         ST,,33.9974,-118.2842
141307259,3/1/2014 0:00,3/1/2014 0:00,1906,13,Newton,1342,1,110,CRIMINAL HOMICIDE,1309 0302 0334 0216 0309 1407 0371 0906 1100 0430,32,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,36TH                         PL,MAPLE,34.0149,-118.271
141908114,3/14/2014 0:00,3/14/2014 0:00,59,19,Mission,1902,1,110,CRIMINAL HOMICIDE,1100 0430 1310,35,M,H,110,FREEWAY,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,FOOTHILL                     FY,ROXFORD                      ST,34.3238,-118.4603
141814639,7/29/2014 0:00,7/29/2014 0:00,830,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0302 0907 0914 0906,33,M,H,707,GARAGE/CARPORT,106,UNKNOWN FIREARM,AO,Adult Other,110,,,,9800    BEACH                        ST,,33.9474,-118.2419
140310612,4/26/2014 0:00,4/25/2014 0:00,2052,3,Southwest,396,1,110,CRIMINAL HOMICIDE,0334 0342 0411 1309 1822 1414 1313 0906,21,M,H,102,SIDEWALK,207,OTHER KNIFE,JA,Juv Arrest,110,,,,4000 S  VERMONT                      AV,,34.0109,-118.2915
141310073,4/20/2014 0:00,4/20/2014 0:00,1420,13,Newton,1393,1,110,CRIMINAL HOMICIDE,1100 0302 1300 0430 1407,19,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,6600 S  BROADWAY,,33.9798,-118.2783
140218633,10/4/2014 0:00,10/4/2014 0:00,148,2,Rampart,238,1,110,CRIMINAL HOMICIDE,1402 1407 0906 1100 0430,21,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,998,,,100    DOUGLAS                      ST,,34.0616,-118.2586
140326375,12/27/2014 0:00,12/27/2014 0:00,2250,3,Southwest,376,1,110,CRIMINAL HOMICIDE,1402 1822 0342 0355 0380 1100 0430 1407 1816 0906,41,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,110,,,,39TH                         ST,DENKER                       AV,34.0155,-118.3045
140707563,4/6/2014 0:00,4/6/2014 0:00,240,7,Wilshire,789,1,110,CRIMINAL HOMICIDE,0326 0342 0416 0430 0906 1100 1402 1407,32,M,H,103,ALLEY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,3200 W  WASHINGTON                   BL,,34.0399,-118.3189
141806666,2/25/2014 0:00,2/25/2014 0:00,700,18,Southeast,1841,1,110,CRIMINAL HOMICIDE,0417 0416 0406 0906 0400 0913,50,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,600 W  IMPERIAL                     HY,,33.931,-118.2848
141227500,12/27/2014 0:00,12/26/2014 0:00,2330,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,0430 0906 1270 1100,24,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,900 W  82ND                         ST,,33.9643,-118.2893
141218437,8/14/2014 0:00,8/14/2014 0:00,1125,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1822 1309 0202 0906 1100,24,M,O,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,1800 W  65TH                         ST,,33.9806,-118.309
141816829,9/9/2014 0:00,9/8/2014 0:00,2050,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0302 0430 0906 0913 1270 1407 1419 1100,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,,,,1700 E  103RD                        ST,,33.9432,-118.2425
142018839,11/1/2014 0:00,11/1/2014 0:00,2210,20,Olympic,2029,1,110,CRIMINAL HOMICIDE,2004 0342 0411 1402 1409,31,M,B,107,VACANT LOT,207,OTHER KNIFE,AA,Adult Arrest,110,998,,,600 S  VIRGIL                       AV,,34.0637,-118.287
141214801,6/20/2014 0:00,6/20/2014 0:00,145,12,77th Street,1219,1,110,CRIMINAL HOMICIDE,0906 0432 1100 1309 0430 0371,34,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,5300 S  FIGUEROA                     ST,,33.9942,-118.2827
140709058,5/14/2014 0:00,5/14/2014 0:00,2315,7,Wilshire,762,1,110,CRIMINAL HOMICIDE,0430 1100 0906 0216 0342 1309 1402,22,M,B,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,5900    PICO                         BL,,34.0517,-118.3674
141100742,5/26/2014 0:00,5/26/2014 0:00,1230,11,Northeast,1179,1,110,CRIMINAL HOMICIDE,1100 0400 0416 1407 0906,23,M,H,407,HARDWARE/BUILDING SUPPLY,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,3600    PASADENA                     AV,,34.0881,-118.212
140105675,1/25/2014 0:00,1/25/2014 0:00,2000,1,Central,156,1,110,CRIMINAL HOMICIDE,2000 0416 0395 0913 1814 0406,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",309,BOARD,AA,Adult Arrest,110,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
141905800,2/2/2014 0:00,2/2/2014 0:00,1325,19,Mission,1974,1,110,CRIMINAL HOMICIDE,1100 0906 0430,31,M,H,101,STREET,102,HAND GUN,JA,Juv Arrest,110,,,,9000    TOBIAS                       AV,,34.2336,-118.4517
141601054,6/2/2014 0:00,6/2/2014 0:00,2300,16,Foothill,1641,1,110,CRIMINAL HOMICIDE,0906 0302 1270 1409 1414 1100 0430 1402,33,M,H,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,110,998,,,13800    HOYT                         ST,,34.2568,-118.433
140211341,5/22/2014 0:00,5/22/2014 0:00,1345,2,Rampart,202,1,110,CRIMINAL HOMICIDE,1402 0416 1802,20,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,AA,Adult Arrest,110,998,,,4200    BURNS                        AV,,34.0877,-118.2845
141717442,11/6/2014 0:00,11/6/2014 0:00,2340,17,Devonshire,1708,1,110,CRIMINAL HOMICIDE,1822 0411 1234,41,M,H,102,SIDEWALK,207,OTHER KNIFE,AA,Adult Arrest,110,,,,11900    BALBOA                       BL,,34.2873,-118.5021
141310994,3/28/2014 0:00,3/26/2014 0:00,1,13,Newton,1313,1,110,CRIMINAL HOMICIDE,0395 0408,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,1100 E  WASHINGTON                   BL,,34.0279,-118.2578
141210601,4/18/2014 0:00,4/17/2014 0:00,2300,12,77th Street,1209,1,110,CRIMINAL HOMICIDE,1100 0430 0344 1309 0906,36,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,FLOWER                       ST,47TH                         PL,34.0002,-118.2814
141115073,8/15/2014 0:00,8/15/2014 0:00,2325,11,Northeast,1184,1,110,CRIMINAL HOMICIDE,0400 0411 0906 1402,22,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,110,998,,,1500 W  SUNSET                       BL,,34.0759,-118.2553
140400725,4/19/2014 0:00,4/19/2014 0:00,23,4,Hollenbeck,497,1,110,CRIMINAL HOMICIDE,1100 0430 0906,25,M,H,108,PARKING LOT,104,SHOTGUN,IC,Invest Cont,110,,,,2900    GLENN                        AV,,34.0235,-118.2152
141518589,10/9/2014 0:00,10/9/2014 0:00,1749,15,N Hollywood,1525,1,110,CRIMINAL HOMICIDE,0906 1100 0202 0430,40,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,6300    LAUREL CANYON                BL,,34.1849,-118.3965
141213217,5/28/2014 0:00,5/27/2014 0:00,1800,12,77th Street,1259,1,110,CRIMINAL HOMICIDE,1100 0302 0430 0906 1270,48,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,7500 S  CENTRAL                      AV,,33.9721,-118.2564
140410809,6/25/2014 0:00,6/25/2014 0:00,1356,4,Hollenbeck,421,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1402 1407,48,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,200 S  AVENUE 19,,34.0721,-118.2213
141306110,2/7/2014 0:00,2/7/2014 0:00,2330,13,Newton,1321,1,110,CRIMINAL HOMICIDE,1100 0302 0334 0430 1407,22,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,300 W  ADAMS                        BL,,34.0265,-118.2723
140919345,11/21/2014 0:00,11/21/2014 0:00,130,9,Van Nuys,923,1,110,CRIMINAL HOMICIDE,1100 0430 0906 0302,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,110,,,,6500 N  SEPULVEDA                    BL,,34.1885,-118.4662
141821933,12/20/2014 0:00,12/20/2014 0:00,2,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0906 0430 1100,35,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,1900 E  110TH                        ST,,33.9352,-118.239
141316901,8/23/2014 0:00,8/23/2014 0:00,1825,13,Newton,1373,1,110,CRIMINAL HOMICIDE,1402 0906 1100 0430 1223,27,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,5400 S  CENTRAL                      AV,,33.9936,-118.2565
141215093,6/24/2014 0:00,6/24/2014 0:00,2252,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1310 0430 0309 1100 0906 1270,28,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,4800 S  WESTERN                      AV,,34.0001,-118.3089
141222885,10/17/2014 0:00,10/17/2014 0:00,1720,12,77th Street,1248,1,110,CRIMINAL HOMICIDE,1100 1402 1409 1407 0342 1309 0906 0302 0430 0216,25,F,B,101,STREET,101,REVOLVER,IC,Invest Cont,110,,,,6500 S  VERMONT                      AV,,33.9801,-118.2914
141807480,3/13/2014 0:00,3/12/2014 0:00,2105,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0309 1100 0302 1407 1409 1309 0906 1816 0430,24,M,B,101,STREET,101,REVOLVER,IC,Invest Cont,110,,,,9500    HICKORY                      ST,,33.9506,-118.2351
141604162,1/5/2014 0:00,1/5/2014 0:00,1540,16,Foothill,1617,1,110,CRIMINAL HOMICIDE,2000 1309 2002 0416 1414 0429 1402,50,M,W,104,DRIVEWAY,307,VEHICLE,AA,Adult Arrest,110,998,,,8400    GRENOBLE                     ST,,34.2606,-118.3157
141209991,4/10/2014 0:00,4/10/2014 0:00,1945,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1407 0906 1270,42,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,500 W  76TH                         ST,,33.9708,-118.2827
140701271,11/19/2014 0:00,11/19/2014 0:00,758,7,Wilshire,785,1,110,CRIMINAL HOMICIDE,0416 1402,41,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,998,,,RIMPAU                       BL,WASHINGTON                   BL,34.0399,-118.3444
141915549,7/17/2014 0:00,7/17/2014 0:00,600,19,Mission,1991,1,110,CRIMINAL HOMICIDE,0442 1100 0371 0430 0906,19,M,B,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,,,,8200 N  SEPULVEDA                    BL,,34.2198,-118.4671
140400553,2/3/2014 0:00,2/3/2014 0:00,55,4,Hollenbeck,455,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1419 1402,20,M,H,102,SIDEWALK,102,HAND GUN,JA,Juv Arrest,110,998,,,2100 E  CESAR E CHAVEZ               AV,,34.0485,-118.2115
142004875,1/20/2014 0:00,1/20/2014 0:00,1350,20,Olympic,2014,1,110,CRIMINAL HOMICIDE,0342 0302 0334 0906 1816 0430 1270,24,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,4000 W  3RD                          ST,,34.069,-118.3004
140315497,7/11/2014 0:00,7/11/2014 0:00,1645,3,Southwest,356,1,110,CRIMINAL HOMICIDE,0411 1822 0305,44,M,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110,,,,1600 W  35TH                         ST,,34.0247,-118.306
141812306,6/13/2014 0:00,6/13/2014 0:00,2205,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,1240 1309 0302 0430 0906 1270 0309,20,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,,,,8600 S  FIGUEROA                     ST,,33.9601,-118.2827
140808352,3/13/2014 0:00,3/13/2014 0:00,1314,8,West LA,899,1,110,CRIMINAL HOMICIDE,1501,3,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110,,,,8800    CATTARAGAUS                  BL,,34.0329,-118.3832
141806749,2/27/2014 0:00,2/26/2014 0:00,1835,18,Southeast,1832,1,110,CRIMINAL HOMICIDE,1100 0302 0334 0342 0430 0906 1270 1805,37,M,B,121,YARD (RESIDENTIAL/BUSINESS),102,HAND GUN,IC,Invest Cont,110,,,,10400 S  BROADWAY,,33.9419,-118.2781
141915550,7/17/2014 0:00,7/17/2014 0:00,600,19,Mission,1991,1,110,CRIMINAL HOMICIDE,0442 0371 0430 0906,26,M,B,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,,,,8200 N  SEPULVEDA                    BL,,34.2198,-118.4671
140309025,3/30/2014 0:00,3/29/2014 0:00,2230,3,Southwest,375,1,110,CRIMINAL HOMICIDE,0302 0326 0342 0430 1100 1309 1822 1240 1310 0906,45,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,3800    CIMARRON                     ST,,34.0174,-118.3161
140900704,4/6/2014 0:00,4/6/2014 0:00,140,9,Van Nuys,923,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1402,20,M,H,104,DRIVEWAY,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,6700    KESTER                       AV,,34.1927,-118.4574
141225877,12/3/2014 0:00,12/3/2014 0:00,355,12,77th Street,1233,1,110,CRIMINAL HOMICIDE,0430 1309 1100 0906,21,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,6100 S  WILTON                       PL,,33.9842,-118.3149
141307593,3/5/2014 0:00,3/5/2014 0:00,830,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0407 1402,28,F,H,707,GARAGE/CARPORT,506,FIRE,AA,Adult Arrest,110,998,,,100 E  50TH                         ST,,33.9974,-118.274
140219442,10/20/2014 0:00,10/20/2014 0:00,1,2,Rampart,219,1,110,CRIMINAL HOMICIDE,0430 1100 1407 1402,28,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,KELLAM,EDGEWARE                     RD,34.0698,-118.2528
141510048,4/28/2014 0:00,4/28/2014 0:00,1030,15,N Hollywood,1543,1,110,CRIMINAL HOMICIDE,0400 1100 2000 0430 1813 0395,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",101,REVOLVER,AO,Adult Other,110,,,,12400    WEDDINGTON                   ST,,34.1667,-118.403
141223895,11/2/2014 0:00,11/2/2014 0:00,135,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0430 1100 0302 1309 0906,42,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,2000 W  77TH                         ST,,33.97,-118.3134
140709704,5/29/2014 0:00,5/27/2014 0:00,15,7,Wilshire,734,1,110,CRIMINAL HOMICIDE,1100 1402 1407 1202 0430,65,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,110,998,,,500 S  CURSON                       AV,,34.0657,-118.3552
140323900,11/17/2014 0:00,11/16/2014 0:00,2055,3,Southwest,397,1,110,CRIMINAL HOMICIDE,0906 0302 0334 0430 1020 1100 1402 1822,19,M,B,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,110,,,,1000 W  43RD                         ST,,34.0055,-118.2915
141804158,1/5/2014 0:00,1/5/2014 0:00,10,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0430 1822 1100 0906 1223,46,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,10000 S  MAIN                         ST,,33.9456,-118.2739
141224627,11/13/2014 0:00,11/13/2014 0:00,835,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1822 1309 0906 1407 0334,50,M,B,101,STREET,103,RIFLE,AA,Adult Arrest,110,,,,300 W  83RD                         ST,,33.9642,-118.2803
140506522,3/5/2014 0:00,3/5/2014 0:00,2139,5,Harbor,531,1,110,CRIMINAL HOMICIDE,0906 0430 1100,21,M,O,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,,,,25800 S  WESTERN                      AV,,33.7895,-118.3076
142117636,10/29/2014 0:00,10/29/2014 0:00,1157,21,Topanga,2189,1,110,CRIMINAL HOMICIDE,0430 1100 1402,43,M,W,503,HOTEL,102,HAND GUN,AA,Adult Arrest,110,998,,,20200    VENTURA                      BL,,34.1702,-118.5729
140717183,12/8/2014 0:00,12/8/2014 0:00,730,7,Wilshire,734,1,110,CRIMINAL HOMICIDE,2000 0913 1821 1813 1100 0430 0602 0302,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,110,,,,300    HAUSER                       BL,,34.0699,-118.3511
141821180,12/6/2014 0:00,12/4/2014 0:00,1100,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0395 1240,57,,,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,10200 S  GRAND                        AV,,33.9437,-118.2805
141227637,12/30/2014 0:00,12/29/2014 0:00,1845,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,1100 0430 0309 0302 1309 1822 0906,20,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,84TH                         ST,SAINT ANDREWS                PL,33.9627,-118.3112
141805428,1/29/2014 0:00,1/28/2014 0:00,1845,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,0303 0342 0416 0417 0429 0446 1822,57,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,116TH                        ST,AVALON                       BL,33.9292,-118.2652
140200775,9/27/2014 0:00,9/27/2014 0:00,312,2,Rampart,221,1,110,CRIMINAL HOMICIDE,1100 0430 1309 1402,38,M,H,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,4100    ROSEWOOD                     AV,,34.0791,-118.2932
141310686,5/4/2014 0:00,5/4/2014 0:00,300,13,Newton,1317,1,110,CRIMINAL HOMICIDE,1100 0430 0432 1402,26,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,1400 S  ALAMEDA                      ST,,34.0255,-118.2392
141430885,12/19/2014 0:00,12/19/2014 0:00,1125,14,Pacific,1445,1,110,CRIMINAL HOMICIDE,0334 0302 0430 1100 0353 1251 1259 1409 1407 0906,16,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,12400    WASHINGTON                   PL,,33.9976,-118.4342
141807186,3/7/2014 0:00,3/6/2014 0:00,1035,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0906 0302 1100 0326 0430,27,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,9600 S  MAIN                         ST,,33.9492,-118.2739
140817313,12/17/2014 0:00,12/17/2014 0:00,905,8,West LA,898,1,110,CRIMINAL HOMICIDE,0430 1100 1409 0906,20,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,110,998,,,8900    KRAMERWOOD                   PL,,34.0338,-118.3875
140807709,4/12/2014 0:00,4/12/2014 0:00,1530,8,West LA,807,1,110,CRIMINAL HOMICIDE,1407 1402 1409 1309 1100 0302 0430,28,M,W,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,998,,,10000    WESTWANDA                    DR,,34.1105,-118.4373
141119555,11/11/2014 0:00,11/11/2014 0:00,2120,11,Northeast,1127,1,110,CRIMINAL HOMICIDE,0906 1419 1407 0430 1100,26,M,H,104,DRIVEWAY,107,OTHER FIREARM,AA,Adult Arrest,110,998,,,6000    FAYETTE                      ST,,34.1194,-118.1889
141821298,12/8/2014 0:00,12/8/2014 0:00,1538,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,0342 1309 1100 0302 0430 0309 1822 0906,26,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,300 E  118TH                        ST,,33.9265,-118.2695
140512860,8/1/2014 0:00,8/1/2014 0:00,2228,5,Harbor,517,1,110,CRIMINAL HOMICIDE,0430 1100 0906,19,M,H,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,OPP                          ST,LECOUVREUR                   AV,33.7831,-118.2562
141211083,4/26/2014 0:00,4/25/2014 0:00,1646,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0334 0337 0342 0344 0352 0416 0430 1100 1402 0906,32,M,B,218,BEAUTY/BARBER SHOP,102,HAND GUN,AA,Adult Arrest,110,,,,6500 S  WESTERN                      AV,,33.9806,-118.309
141321371,11/8/2014 0:00,11/8/2014 0:00,145,13,Newton,1317,1,110,CRIMINAL HOMICIDE,1407 0430 1310 1240 1100,24,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,ALAMEDA                      ST,14TH                         ST,34.0255,-118.2392
141215094,6/24/2014 0:00,6/24/2014 0:00,2252,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1310 0430 0309 0906,21,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,4800 S  WESTERN                      AV,,34.0001,-118.3089
140216010,8/17/2014 0:00,8/17/2014 0:00,123,2,Rampart,248,1,110,CRIMINAL HOMICIDE,1100 1309 0906 0309 1270 0430 1407,20,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,400    WITMER                       ST,,34.0576,-118.2644
141322313,11/23/2014 0:00,11/23/2014 0:00,900,13,Newton,1375,1,110,CRIMINAL HOMICIDE,1100 0430 1402,32,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,1100 E  57TH                         ST,,33.9911,-118.2564
141614676,10/14/2014 0:00,10/14/2014 0:00,20,16,Foothill,1651,1,110,CRIMINAL HOMICIDE,0906 0302 1414 1409 1270 1100 1407 0430 1419,35,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,12700    BRANFORD                     ST,,34.2433,-118.4099
141200796,8/8/2014 0:00,8/7/2014 0:00,2020,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,1100 0430 0216 1822 0906 1270,47,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,500 W  74TH                         ST,,33.9727,-118.2827
142021088,12/18/2014 0:00,12/18/2014 0:00,2311,20,Olympic,2081,1,110,CRIMINAL HOMICIDE,0906 1100 0430 0342 0216 1407 1409,43,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,1600 S  VAN NESS                     AV,,34.0436,-118.3164
140322573,10/27/2014 0:00,10/26/2014 0:00,2130,3,Southwest,379,1,110,CRIMINAL HOMICIDE,1822 1100 0430 0906,24,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,1000 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2915
141809358,7/1/2014 0:00,7/1/2014 0:00,930,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,1100 0430 1407 0906 0371,48,M,B,101,STREET,102,HAND GUN,JA,Juv Arrest,110,,,,115TH                        ST,WILMINGTON                   AV,33.9303,-118.2391
